"variable","iso2","reference","cramer"
"tt_prevalence","SD","year",
"tt_prevalence","SD","longitude",
"tt_prevalence","SD","latitude",
"tt_prevalence","SD","hk_prevalence",
"tt_prevalence","SD","asc_prevalence",
"tt_prevalence","SD","tt_prevalence",
"tt_prevalence","SD","coordinates",
"coordinates","SD","year",
"coordinates","SD","longitude",
"coordinates","SD","latitude",
"coordinates","SD","hk_prevalence",
"coordinates","SD","asc_prevalence",
"coordinates","SD","tt_prevalence",
"coordinates","SD","coordinates",
"year","SL","year",1
"year","SL","longitude",0.04396
"year","SL","latitude",0.04396
"year","SL","hk_prevalence",
"year","SL","asc_prevalence",
"year","SL","tt_prevalence",
"year","SL","coordinates",0.04396
"longitude","SL","year",0.04396
"longitude","SL","longitude",1
"longitude","SL","latitude",1
"longitude","SL","hk_prevalence",
"longitude","SL","asc_prevalence",
"longitude","SL","tt_prevalence",
"longitude","SL","coordinates",1
"latitude","SL","year",0.04396
"latitude","SL","longitude",1
"latitude","SL","latitude",1
"latitude","SL","hk_prevalence",
"latitude","SL","asc_prevalence",
"latitude","SL","tt_prevalence",
"latitude","SL","coordinates",1
"hk_prevalence","SL","year",
"hk_prevalence","SL","longitude",
"hk_prevalence","SL","latitude",
"hk_prevalence","SL","hk_prevalence",
"hk_prevalence","SL","asc_prevalence",
"hk_prevalence","SL","tt_prevalence",
"hk_prevalence","SL","coordinates",
"asc_prevalence","SL","year",
"asc_prevalence","SL","longitude",
"asc_prevalence","SL","latitude",
"asc_prevalence","SL","hk_prevalence",
"asc_prevalence","SL","asc_prevalence",
"asc_prevalence","SL","tt_prevalence",
"asc_prevalence","SL","coordinates",
"tt_prevalence","SL","year",
"tt_prevalence","SL","longitude",
"tt_prevalence","SL","latitude",
"tt_prevalence","SL","hk_prevalence",
"tt_prevalence","SL","asc_prevalence",
"tt_prevalence","SL","tt_prevalence",
"tt_prevalence","SL","coordinates",
"coordinates","SL","year",0.04396
"coordinates","SL","longitude",1
"coordinates","SL","latitude",1
"coordinates","SL","hk_prevalence",
"coordinates","SL","asc_prevalence",
"coordinates","SL","tt_prevalence",
"coordinates","SL","coordinates",1
"year","SN","year",1
"year","SN","longitude",0
"year","SN","latitude",0.1398
"year","SN","hk_prevalence",0.4596
"year","SN","asc_prevalence",0.494
"year","SN","tt_prevalence",0.494
"year","SN","coordinates",0.1398
"longitude","SN","year",0
"longitude","SN","longitude",1
"longitude","SN","latitude",0.828
"longitude","SN","hk_prevalence",0.1893
"longitude","SN","asc_prevalence",0.2115
"longitude","SN","tt_prevalence",0.2115
"longitude","SN","coordinates",0.828
"latitude","SN","year",0.1398
"latitude","SN","longitude",0.828
"latitude","SN","latitude",1
"latitude","SN","hk_prevalence",0.3798
"latitude","SN","asc_prevalence",0.4103
"latitude","SN","tt_prevalence",0.4103
"latitude","SN","coordinates",1
"hk_prevalence","SN","year",0.4596
"hk_prevalence","SN","longitude",0.1893
"hk_prevalence","SN","latitude",0.3798
"hk_prevalence","SN","hk_prevalence",1
"hk_prevalence","SN","asc_prevalence",0.9457
"hk_prevalence","SN","tt_prevalence",0.9457
"hk_prevalence","SN","coordinates",0.3798
"asc_prevalence","SN","year",0.494
"asc_prevalence","SN","longitude",0.2115
"asc_prevalence","SN","latitude",0.4103
"asc_prevalence","SN","hk_prevalence",0.9457
"asc_prevalence","SN","asc_prevalence",1
"asc_prevalence","SN","tt_prevalence",1
"asc_prevalence","SN","coordinates",0.4103
"tt_prevalence","SN","year",0.494
"tt_prevalence","SN","longitude",0.2115
"tt_prevalence","SN","latitude",0.4103
"tt_prevalence","SN","hk_prevalence",0.9457
"tt_prevalence","SN","asc_prevalence",1
"tt_prevalence","SN","tt_prevalence",1
"tt_prevalence","SN","coordinates",0.4103
"coordinates","SN","year",0.1398
"coordinates","SN","longitude",0.828
"coordinates","SN","latitude",1
"coordinates","SN","hk_prevalence",0.3798
"coordinates","SN","asc_prevalence",0.4103
"coordinates","SN","tt_prevalence",0.4103
"coordinates","SN","coordinates",1
"year","SO","year",
"year","SO","longitude",
"year","SO","latitude",
"year","SO","hk_prevalence",
"year","SO","asc_prevalence",
"year","SO","tt_prevalence",
"year","SO","coordinates",
"longitude","SO","year",
"longitude","SO","longitude",1
"longitude","SO","latitude",
"longitude","SO","hk_prevalence",
"longitude","SO","asc_prevalence",
"longitude","SO","tt_prevalence",
"longitude","SO","coordinates",
"latitude","SO","year",
"latitude","SO","longitude",
"latitude","SO","latitude",
"latitude","SO","hk_prevalence",
"latitude","SO","asc_prevalence",
"latitude","SO","tt_prevalence",
"latitude","SO","coordinates",
"hk_prevalence","SO","year",
"hk_prevalence","SO","longitude",
"hk_prevalence","SO","latitude",
"hk_prevalence","SO","hk_prevalence",
"hk_prevalence","SO","asc_prevalence",
"hk_prevalence","SO","tt_prevalence",
"hk_prevalence","SO","coordinates",
"asc_prevalence","SO","year",
"asc_prevalence","SO","longitude",
"asc_prevalence","SO","latitude",
"asc_prevalence","SO","hk_prevalence",
"asc_prevalence","SO","asc_prevalence",
"asc_prevalence","SO","tt_prevalence",
"asc_prevalence","SO","coordinates",
"tt_prevalence","SO","year",
"tt_prevalence","SO","longitude",
"tt_prevalence","SO","latitude",
"tt_prevalence","SO","hk_prevalence",
"tt_prevalence","SO","asc_prevalence",
"tt_prevalence","SO","tt_prevalence",
"tt_prevalence","SO","coordinates",
"coordinates","SO","year",
"coordinates","SO","longitude",
"coordinates","SO","latitude",
"coordinates","SO","hk_prevalence",
"coordinates","SO","asc_prevalence",
"coordinates","SO","tt_prevalence",
"coordinates","SO","coordinates",
"year","SS","year",
"year","SS","longitude",
"year","SS","latitude",
"year","SS","hk_prevalence",
"year","SS","asc_prevalence",
"year","SS","tt_prevalence",
"year","SS","coordinates",
"longitude","SS","year",
"longitude","SS","longitude",1
"longitude","SS","latitude",0.2197
"longitude","SS","hk_prevalence",
"longitude","SS","asc_prevalence",
"longitude","SS","tt_prevalence",
"longitude","SS","coordinates",0.2197
"latitude","SS","year",
"latitude","SS","longitude",0.2197
"latitude","SS","latitude",1
"latitude","SS","hk_prevalence",
"latitude","SS","asc_prevalence",
"latitude","SS","tt_prevalence",
"latitude","SS","coordinates",1
"hk_prevalence","SS","year",
"hk_prevalence","SS","longitude",
"hk_prevalence","SS","latitude",
"hk_prevalence","SS","hk_prevalence",
"hk_prevalence","SS","asc_prevalence",
"hk_prevalence","SS","tt_prevalence",
"hk_prevalence","SS","coordinates",
"asc_prevalence","SS","year",
"asc_prevalence","SS","longitude",
"asc_prevalence","SS","latitude",
"asc_prevalence","SS","hk_prevalence",
"asc_prevalence","SS","asc_prevalence",
"asc_prevalence","SS","tt_prevalence",
"asc_prevalence","SS","coordinates",
"tt_prevalence","SS","year",
"tt_prevalence","SS","longitude",
"tt_prevalence","SS","latitude",
"tt_prevalence","SS","hk_prevalence",
"tt_prevalence","SS","asc_prevalence",
"tt_prevalence","SS","tt_prevalence",
"tt_prevalence","SS","coordinates",
"coordinates","SS","year",
"coordinates","SS","longitude",0.2197
"coordinates","SS","latitude",1
"coordinates","SS","hk_prevalence",
"coordinates","SS","asc_prevalence",
"coordinates","SS","tt_prevalence",
"coordinates","SS","coordinates",1
"year","ST","year",1
"year","ST","longitude",0.05806
"year","ST","latitude",0
"year","ST","hk_prevalence",
"year","ST","asc_prevalence",
"year","ST","tt_prevalence",
"year","ST","coordinates",0
"longitude","ST","year",0.05806
"longitude","ST","longitude",1
"longitude","ST","latitude",0.7775
"longitude","ST","hk_prevalence",
"longitude","ST","asc_prevalence",
"longitude","ST","tt_prevalence",
"longitude","ST","coordinates",0.7775
"latitude","ST","year",0
"latitude","ST","longitude",0.7775
"latitude","ST","latitude",1
"latitude","ST","hk_prevalence",
"latitude","ST","asc_prevalence",
"latitude","ST","tt_prevalence",
"latitude","ST","coordinates",1
"hk_prevalence","ST","year",
"hk_prevalence","ST","longitude",
"hk_prevalence","ST","latitude",
"hk_prevalence","ST","hk_prevalence",
"hk_prevalence","ST","asc_prevalence",
"hk_prevalence","ST","tt_prevalence",
"hk_prevalence","ST","coordinates",
"asc_prevalence","ST","year",
"asc_prevalence","ST","longitude",
"asc_prevalence","ST","latitude",
"asc_prevalence","ST","hk_prevalence",
"asc_prevalence","ST","asc_prevalence",
"asc_prevalence","ST","tt_prevalence",
"asc_prevalence","ST","coordinates",
"tt_prevalence","ST","year",
"tt_prevalence","ST","longitude",
"tt_prevalence","ST","latitude",
"tt_prevalence","ST","hk_prevalence",
"tt_prevalence","ST","asc_prevalence",
"tt_prevalence","ST","tt_prevalence",
"tt_prevalence","ST","coordinates",
"coordinates","ST","year",0
"coordinates","ST","longitude",0.7775
"coordinates","ST","latitude",1
"coordinates","ST","hk_prevalence",
"coordinates","ST","asc_prevalence",
"coordinates","ST","tt_prevalence",
"coordinates","ST","coordinates",1
"year","SZ","year",1
"year","SZ","longitude",
"year","SZ","latitude",0
"year","SZ","hk_prevalence",
"year","SZ","asc_prevalence",
"year","SZ","tt_prevalence",
"year","SZ","coordinates",0
"longitude","SZ","year",
"longitude","SZ","longitude",
"longitude","SZ","latitude",
"longitude","SZ","hk_prevalence",
"longitude","SZ","asc_prevalence",
"longitude","SZ","tt_prevalence",
"longitude","SZ","coordinates",
"latitude","SZ","year",0
"latitude","SZ","longitude",
"latitude","SZ","latitude",1
"latitude","SZ","hk_prevalence",
"latitude","SZ","asc_prevalence",
"latitude","SZ","tt_prevalence",
"latitude","SZ","coordinates",1
"hk_prevalence","SZ","year",
"hk_prevalence","SZ","longitude",
"hk_prevalence","SZ","latitude",
"hk_prevalence","SZ","hk_prevalence",
"hk_prevalence","SZ","asc_prevalence",
"hk_prevalence","SZ","tt_prevalence",
"hk_prevalence","SZ","coordinates",
"asc_prevalence","SZ","year",
"asc_prevalence","SZ","longitude",
"asc_prevalence","SZ","latitude",
"asc_prevalence","SZ","hk_prevalence",
"asc_prevalence","SZ","asc_prevalence",
"asc_prevalence","SZ","tt_prevalence",
"asc_prevalence","SZ","coordinates",
"tt_prevalence","SZ","year",
"tt_prevalence","SZ","longitude",
"tt_prevalence","SZ","latitude",
"tt_prevalence","SZ","hk_prevalence",
"tt_prevalence","SZ","asc_prevalence",
"tt_prevalence","SZ","tt_prevalence",
"tt_prevalence","SZ","coordinates",
"coordinates","SZ","year",0
"coordinates","SZ","longitude",
"coordinates","SZ","latitude",1
"coordinates","SZ","hk_prevalence",
"coordinates","SZ","asc_prevalence",
"coordinates","SZ","tt_prevalence",
"coordinates","SZ","coordinates",1
"year","TD","year",1
"year","TD","longitude",0.06821
"year","TD","latitude",0.1632
"year","TD","hk_prevalence",0.1542
"year","TD","asc_prevalence",
"year","TD","tt_prevalence",0.1167
"year","TD","coordinates",0.1632
"longitude","TD","year",0.06821
"longitude","TD","longitude",1
"longitude","TD","latitude",0.564
"longitude","TD","hk_prevalence",0
"longitude","TD","asc_prevalence",
"longitude","TD","tt_prevalence",0
"longitude","TD","coordinates",0.564
"latitude","TD","year",0.1632
"latitude","TD","longitude",0.564
"latitude","TD","latitude",1
"latitude","TD","hk_prevalence",0
"latitude","TD","asc_prevalence",
"latitude","TD","tt_prevalence",0
"latitude","TD","coordinates",1
"hk_prevalence","TD","year",0.1542
"hk_prevalence","TD","longitude",0
"hk_prevalence","TD","latitude",0
"hk_prevalence","TD","hk_prevalence",1
"hk_prevalence","TD","asc_prevalence",
"hk_prevalence","TD","tt_prevalence",0.815
"hk_prevalence","TD","coordinates",0
"asc_prevalence","TD","year",
"asc_prevalence","TD","longitude",
"asc_prevalence","TD","latitude",
"asc_prevalence","TD","hk_prevalence",
"asc_prevalence","TD","asc_prevalence",
"asc_prevalence","TD","tt_prevalence",
"asc_prevalence","TD","coordinates",
"tt_prevalence","TD","year",0.1167
"tt_prevalence","TD","longitude",0
"tt_prevalence","TD","latitude",0
"tt_prevalence","TD","hk_prevalence",0.815
"tt_prevalence","TD","asc_prevalence",
"tt_prevalence","TD","tt_prevalence",1
"tt_prevalence","TD","coordinates",0
"coordinates","TD","year",0.1632
"coordinates","TD","longitude",0.564
"coordinates","TD","latitude",1
"coordinates","TD","hk_prevalence",0
"coordinates","TD","asc_prevalence",
"coordinates","TD","tt_prevalence",0
"coordinates","TD","coordinates",1
"year","TG","year",
"year","TG","longitude",
"year","TG","latitude",
"year","TG","hk_prevalence",
"year","TG","asc_prevalence",
"year","TG","tt_prevalence",
"year","TG","coordinates",
"longitude","TG","year",
"longitude","TG","longitude",1
"longitude","TG","latitude",0.9345
"longitude","TG","hk_prevalence",
"longitude","TG","asc_prevalence",
"longitude","TG","tt_prevalence",
"longitude","TG","coordinates",0.9345
"latitude","TG","year",
"latitude","TG","longitude",0.9345
"latitude","TG","latitude",1
"latitude","TG","hk_prevalence",
"latitude","TG","asc_prevalence",
"latitude","TG","tt_prevalence",
"latitude","TG","coordinates",1
"hk_prevalence","TG","year",
"hk_prevalence","TG","longitude",
"hk_prevalence","TG","latitude",
"hk_prevalence","TG","hk_prevalence",
"hk_prevalence","TG","asc_prevalence",
"hk_prevalence","TG","tt_prevalence",
"hk_prevalence","TG","coordinates",
"asc_prevalence","TG","year",
"asc_prevalence","TG","longitude",
"asc_prevalence","TG","latitude",
"asc_prevalence","TG","hk_prevalence",
"asc_prevalence","TG","asc_prevalence",
"asc_prevalence","TG","tt_prevalence",
"asc_prevalence","TG","coordinates",
"tt_prevalence","TG","year",
"tt_prevalence","TG","longitude",
"tt_prevalence","TG","latitude",
"tt_prevalence","TG","hk_prevalence",
"tt_prevalence","TG","asc_prevalence",
"tt_prevalence","TG","tt_prevalence",
"tt_prevalence","TG","coordinates",
"coordinates","TG","year",
"coordinates","TG","longitude",0.9345
"coordinates","TG","latitude",1
"coordinates","TG","hk_prevalence",
"coordinates","TG","asc_prevalence",
"coordinates","TG","tt_prevalence",
"coordinates","TG","coordinates",1
"year","TZ","year",1
"year","TZ","longitude",0.04979
"year","TZ","latitude",0.02913
"year","TZ","hk_prevalence",0
"year","TZ","asc_prevalence",0.01298
"year","TZ","tt_prevalence",0
"year","TZ","coordinates",0.02913
"longitude","TZ","year",0.04979
"longitude","TZ","longitude",1
"longitude","TZ","latitude",0.8409
"longitude","TZ","hk_prevalence",0
"longitude","TZ","asc_prevalence",0
"longitude","TZ","tt_prevalence",0
"longitude","TZ","coordinates",0.8409
"latitude","TZ","year",0.02913
"latitude","TZ","longitude",0.8409
"latitude","TZ","latitude",1
"latitude","TZ","hk_prevalence",0
"latitude","TZ","asc_prevalence",0
"latitude","TZ","tt_prevalence",0
"latitude","TZ","coordinates",1
"hk_prevalence","TZ","year",0
"hk_prevalence","TZ","longitude",0
"hk_prevalence","TZ","latitude",0
"hk_prevalence","TZ","hk_prevalence",1
"hk_prevalence","TZ","asc_prevalence",0
"hk_prevalence","TZ","tt_prevalence",0
"hk_prevalence","TZ","coordinates",0
"asc_prevalence","TZ","year",0.01298
"asc_prevalence","TZ","longitude",0
"asc_prevalence","TZ","latitude",0
"asc_prevalence","TZ","hk_prevalence",0
"asc_prevalence","TZ","asc_prevalence",1
"asc_prevalence","TZ","tt_prevalence",0.9037
"asc_prevalence","TZ","coordinates",0
"tt_prevalence","TZ","year",0
"tt_prevalence","TZ","longitude",0
"tt_prevalence","TZ","latitude",0
"tt_prevalence","TZ","hk_prevalence",0
"tt_prevalence","TZ","asc_prevalence",0.9037
"tt_prevalence","TZ","tt_prevalence",1
"tt_prevalence","TZ","coordinates",0
"coordinates","TZ","year",0.02913
"coordinates","TZ","longitude",0.8409
"coordinates","TZ","latitude",1
"coordinates","TZ","hk_prevalence",0
"coordinates","TZ","asc_prevalence",0
"coordinates","TZ","tt_prevalence",0
"coordinates","TZ","coordinates",1
"year","UG","year",1
"year","UG","longitude",0
"year","UG","latitude",0.106
"year","UG","hk_prevalence",0.1271
"year","UG","asc_prevalence",0
"year","UG","tt_prevalence",0
"year","UG","coordinates",0.106
"longitude","UG","year",0
"longitude","UG","longitude",1
"longitude","UG","latitude",0.7076
"longitude","UG","hk_prevalence",0.007109
"longitude","UG","asc_prevalence",0.01201
"longitude","UG","tt_prevalence",0.01201
"longitude","UG","coordinates",0.7076
"latitude","UG","year",0.106
"latitude","UG","longitude",0.7076
"latitude","UG","latitude",1
"latitude","UG","hk_prevalence",0.02533
"latitude","UG","asc_prevalence",0.0347
"latitude","UG","tt_prevalence",0.0347
"latitude","UG","coordinates",1
"hk_prevalence","UG","year",0.1271
"hk_prevalence","UG","longitude",0.007109
"hk_prevalence","UG","latitude",0.02533
"hk_prevalence","UG","hk_prevalence",1
"hk_prevalence","UG","asc_prevalence",0.009776
"hk_prevalence","UG","tt_prevalence",0.009776
"hk_prevalence","UG","coordinates",0.02533
"asc_prevalence","UG","year",0
"asc_prevalence","UG","longitude",0.01201
"asc_prevalence","UG","latitude",0.0347
"asc_prevalence","UG","hk_prevalence",0.009776
"asc_prevalence","UG","asc_prevalence",1
"asc_prevalence","UG","tt_prevalence",0.9863
"asc_prevalence","UG","coordinates",0.0347
"tt_prevalence","UG","year",0
"tt_prevalence","UG","longitude",0.01201
"tt_prevalence","UG","latitude",0.0347
"tt_prevalence","UG","hk_prevalence",0.009776
"tt_prevalence","UG","asc_prevalence",0.9863
"tt_prevalence","UG","tt_prevalence",1
"tt_prevalence","UG","coordinates",0.0347
"coordinates","UG","year",0.106
"coordinates","UG","longitude",0.7076
"coordinates","UG","latitude",1
"coordinates","UG","hk_prevalence",0.02533
"coordinates","UG","asc_prevalence",0.0347
"coordinates","UG","tt_prevalence",0.0347
"coordinates","UG","coordinates",1
"year","ZA","year",1
"year","ZA","longitude",0.1749
"year","ZA","latitude",0.1811
"year","ZA","hk_prevalence",0.173
"year","ZA","asc_prevalence",
"year","ZA","tt_prevalence",
"year","ZA","coordinates",0.1811
"longitude","ZA","year",0.1749
"longitude","ZA","longitude",1
"longitude","ZA","latitude",0.9737
"longitude","ZA","hk_prevalence",0
"longitude","ZA","asc_prevalence",
"longitude","ZA","tt_prevalence",
"longitude","ZA","coordinates",0.9737
"latitude","ZA","year",0.1811
"latitude","ZA","longitude",0.9737
"latitude","ZA","latitude",1
"latitude","ZA","hk_prevalence",0
"latitude","ZA","asc_prevalence",
"latitude","ZA","tt_prevalence",
"latitude","ZA","coordinates",1
"hk_prevalence","ZA","year",0.173
"hk_prevalence","ZA","longitude",0
"hk_prevalence","ZA","latitude",0
"hk_prevalence","ZA","hk_prevalence",1
"hk_prevalence","ZA","asc_prevalence",
"hk_prevalence","ZA","tt_prevalence",
"hk_prevalence","ZA","coordinates",0
"asc_prevalence","ZA","year",
"asc_prevalence","ZA","longitude",
"asc_prevalence","ZA","latitude",
"asc_prevalence","ZA","hk_prevalence",
"asc_prevalence","ZA","asc_prevalence",
"asc_prevalence","ZA","tt_prevalence",
"asc_prevalence","ZA","coordinates",
"tt_prevalence","ZA","year",
"tt_prevalence","ZA","longitude",
"tt_prevalence","ZA","latitude",
"tt_prevalence","ZA","hk_prevalence",
"tt_prevalence","ZA","asc_prevalence",
"tt_prevalence","ZA","tt_prevalence",
"tt_prevalence","ZA","coordinates",
"coordinates","ZA","year",0.1811
"coordinates","ZA","longitude",0.9737
"coordinates","ZA","latitude",1
"coordinates","ZA","hk_prevalence",0
"coordinates","ZA","asc_prevalence",
"coordinates","ZA","tt_prevalence",
"coordinates","ZA","coordinates",1
"year","ZM","year",
"year","ZM","longitude",
"year","ZM","latitude",
"year","ZM","hk_prevalence",
"year","ZM","asc_prevalence",
"year","ZM","tt_prevalence",
"year","ZM","coordinates",
"longitude","ZM","year",
"longitude","ZM","longitude",1
"longitude","ZM","latitude",1
"longitude","ZM","hk_prevalence",0
"longitude","ZM","asc_prevalence",
"longitude","ZM","tt_prevalence",0.2531
"longitude","ZM","coordinates",1
"latitude","ZM","year",
"latitude","ZM","longitude",1
"latitude","ZM","latitude",1
"latitude","ZM","hk_prevalence",0
"latitude","ZM","asc_prevalence",
"latitude","ZM","tt_prevalence",0.2531
"latitude","ZM","coordinates",1
"hk_prevalence","ZM","year",
"hk_prevalence","ZM","longitude",0
"hk_prevalence","ZM","latitude",0
"hk_prevalence","ZM","hk_prevalence",1
"hk_prevalence","ZM","asc_prevalence",
"hk_prevalence","ZM","tt_prevalence",0.3137
"hk_prevalence","ZM","coordinates",0
"asc_prevalence","ZM","year",
"asc_prevalence","ZM","longitude",
"asc_prevalence","ZM","latitude",
"asc_prevalence","ZM","hk_prevalence",
"asc_prevalence","ZM","asc_prevalence",
"asc_prevalence","ZM","tt_prevalence",
"asc_prevalence","ZM","coordinates",
"tt_prevalence","ZM","year",
"tt_prevalence","ZM","longitude",0.2531
"tt_prevalence","ZM","latitude",0.2531
"tt_prevalence","ZM","hk_prevalence",0.3137
"tt_prevalence","ZM","asc_prevalence",
"tt_prevalence","ZM","tt_prevalence",1
"tt_prevalence","ZM","coordinates",0.2531
"coordinates","ZM","year",
"coordinates","ZM","longitude",1
"coordinates","ZM","latitude",1
"coordinates","ZM","hk_prevalence",0
"coordinates","ZM","asc_prevalence",
"coordinates","ZM","tt_prevalence",0.2531
"coordinates","ZM","coordinates",1
"year","ZW","year",1
"year","ZW","longitude",0.119
"year","ZW","latitude",0
"year","ZW","hk_prevalence",0.2061
"year","ZW","asc_prevalence",0.1933
"year","ZW","tt_prevalence",0.08803
"year","ZW","coordinates",0
"longitude","ZW","year",0.119
"longitude","ZW","longitude",1
"longitude","ZW","latitude",0.1145
"longitude","ZW","hk_prevalence",0.5986
"longitude","ZW","asc_prevalence",0.5701
"longitude","ZW","tt_prevalence",0
"longitude","ZW","coordinates",0.1145
"latitude","ZW","year",0
"latitude","ZW","longitude",0.1145
"latitude","ZW","latitude",1
"latitude","ZW","hk_prevalence",0.06254
"latitude","ZW","asc_prevalence",0.0547
"latitude","ZW","tt_prevalence",0.1024
"latitude","ZW","coordinates",1
"hk_prevalence","ZW","year",0.2061
"hk_prevalence","ZW","longitude",0.5986
"hk_prevalence","ZW","latitude",0.06254
"hk_prevalence","ZW","hk_prevalence",1
"hk_prevalence","ZW","asc_prevalence",0.9402
"hk_prevalence","ZW","tt_prevalence",0.4613
"hk_prevalence","ZW","coordinates",0.06254
"asc_prevalence","ZW","year",0.1933
"asc_prevalence","ZW","longitude",0.5701
"asc_prevalence","ZW","latitude",0.0547
"asc_prevalence","ZW","hk_prevalence",0.9402
"asc_prevalence","ZW","asc_prevalence",1
"asc_prevalence","ZW","tt_prevalence",0.4908
"asc_prevalence","ZW","coordinates",0.0547
"tt_prevalence","ZW","year",0.08803
"tt_prevalence","ZW","longitude",0
"tt_prevalence","ZW","latitude",0.1024
"tt_prevalence","ZW","hk_prevalence",0.4613
"tt_prevalence","ZW","asc_prevalence",0.4908
"tt_prevalence","ZW","tt_prevalence",1
"tt_prevalence","ZW","coordinates",0.1024
"coordinates","ZW","year",0
"coordinates","ZW","longitude",0.1145
"coordinates","ZW","latitude",1
"coordinates","ZW","hk_prevalence",0.06254
"coordinates","ZW","asc_prevalence",0.0547
"coordinates","ZW","tt_prevalence",0.1024
"coordinates","ZW","coordinates",1
"year","ZZ","year",1
"year","ZZ","longitude",0
"year","ZZ","latitude",0.3671
"year","ZZ","hk_prevalence",
"year","ZZ","asc_prevalence",
"year","ZZ","tt_prevalence",
"year","ZZ","coordinates",0.3671
"longitude","ZZ","year",0
"longitude","ZZ","longitude",1
"longitude","ZZ","latitude",0.1594
"longitude","ZZ","hk_prevalence",
"longitude","ZZ","asc_prevalence",
"longitude","ZZ","tt_prevalence",
"longitude","ZZ","coordinates",0.1594
"latitude","ZZ","year",0.3671
"latitude","ZZ","longitude",0.1594
"latitude","ZZ","latitude",1
"latitude","ZZ","hk_prevalence",
"latitude","ZZ","asc_prevalence",
"latitude","ZZ","tt_prevalence",
"latitude","ZZ","coordinates",1
"hk_prevalence","ZZ","year",
"hk_prevalence","ZZ","longitude",
"hk_prevalence","ZZ","latitude",
"hk_prevalence","ZZ","hk_prevalence",
"hk_prevalence","ZZ","asc_prevalence",
"hk_prevalence","ZZ","tt_prevalence",
"hk_prevalence","ZZ","coordinates",
"asc_prevalence","ZZ","year",
"asc_prevalence","ZZ","longitude",
"asc_prevalence","ZZ","latitude",
"asc_prevalence","ZZ","hk_prevalence",
"asc_prevalence","ZZ","asc_prevalence",
"asc_prevalence","ZZ","tt_prevalence",
"asc_prevalence","ZZ","coordinates",
"tt_prevalence","ZZ","year",
"tt_prevalence","ZZ","longitude",
"tt_prevalence","ZZ","latitude",
"tt_prevalence","ZZ","hk_prevalence",
"tt_prevalence","ZZ","asc_prevalence",
"tt_prevalence","ZZ","tt_prevalence",
"tt_prevalence","ZZ","coordinates",
"coordinates","ZZ","year",0.3671
"coordinates","ZZ","longitude",0.1594
"coordinates","ZZ","latitude",1
"coordinates","ZZ","hk_prevalence",
"coordinates","ZZ","asc_prevalence",
"coordinates","ZZ","tt_prevalence",
"coordinates","ZZ","coordinates",1
